type,epoch,train_loss,train_acc,valid_acc,best_valid_acc,timestamp,total_training_time
train,123,289.5424137813729,61.56%,57.00%,63.00%,2024-12-10 06:12:09,4074.802190065384
train,124,289.56492391381863,63.33%,57.00%,63.00%,2024-12-10 06:12:41,4107.064363002777
train,125,289.62799483583154,62.22%,58.00%,63.00%,2024-12-10 06:13:15,4140.490988969803
train,126,289.61249264473616,62.89%,58.00%,63.00%,2024-12-10 06:13:46,4171.9740080833435
train,127,289.56584896934675,62.00%,58.00%,63.00%,2024-12-10 06:14:18,4203.381617069244
train,128,289.60541941801813,62.22%,56.00%,63.00%,2024-12-10 06:14:50,4235.913888931274
train,129,289.7374785925762,61.56%,58.00%,63.00%,2024-12-10 06:15:22,4267.463212013245
train,130,289.69107004798127,61.78%,56.00%,63.00%,2024-12-10 06:15:53,4298.889625072479
train,131,289.6094357625062,63.11%,58.00%,63.00%,2024-12-10 06:16:25,4330.450572967529
train,132,289.5839386305336,62.44%,56.00%,63.00%,2024-12-10 06:16:56,4361.813627958298
train,133,289.6209869254077,62.89%,58.00%,63.00%,2024-12-10 06:17:29,4394.47424197197
train,134,289.63552395206693,62.89%,56.00%,63.00%,2024-12-10 06:18:00,4425.75616979599
train,135,289.6003172483289,61.78%,55.00%,63.00%,2024-12-10 06:18:31,4457.213436841965
train,136,289.6711036210781,62.89%,57.00%,63.00%,2024-12-10 06:19:03,4488.597687959671
train,137,289.7508746902174,62.22%,58.00%,63.00%,2024-12-10 06:19:36,4521.496193885803
train,138,289.7420317011733,62.67%,58.00%,63.00%,2024-12-10 06:20:07,4552.834723949432
train,139,289.6063503683751,61.11%,58.00%,63.00%,2024-12-10 06:20:41,4586.600682973862
train,140,289.52649205468936,63.78%,56.00%,63.00%,2024-12-10 06:21:12,4617.731863975525
train,141,289.5128565760253,61.33%,58.00%,63.00%,2024-12-10 06:21:44,4649.758889913559
train,142,289.5044105174081,62.00%,55.00%,63.00%,2024-12-10 06:22:16,4681.907772064209
train,143,289.53524096929556,62.44%,58.00%,63.00%,2024-12-10 06:22:48,4713.44448184967
train,144,289.64555233163435,62.22%,56.00%,63.00%,2024-12-10 06:23:19,4744.814316034317
train,145,289.71078184177344,61.78%,58.00%,63.00%,2024-12-10 06:23:50,4776.205209970474
train,146,289.58410123071684,62.22%,56.00%,63.00%,2024-12-10 06:24:23,4808.68829202652
train,147,289.469782516965,62.67%,57.00%,63.00%,2024-12-10 06:24:55,4840.759385108948
train,148,289.4247613349647,62.89%,56.00%,63.00%,2024-12-10 06:25:27,4873.175755023956
