type,epoch,train_loss,train_acc,valid_acc,best_valid_acc,timestamp,total_training_time
train,23,291.7728032011869,64.67%,55.00%,57.00%,2024-12-10 20:34:01,307.0204129219055
train,24,292.5763066038216,62.89%,55.00%,57.00%,2024-12-10 20:34:14,319.91953778266907
train,25,293.51916982594514,64.00%,59.00%,59.00%,2024-12-10 20:34:29,334.96994519233704
train,26,293.4769085508185,63.33%,58.00%,59.00%,2024-12-10 20:34:42,347.7297086715698
train,27,292.3987724582313,62.89%,60.00%,60.00%,2024-12-10 20:34:54,360.0956964492798
train,28,291.68178231675665,63.78%,59.00%,60.00%,2024-12-10 20:35:07,372.4802713394165
train,29,291.17596488210046,62.89%,58.00%,60.00%,2024-12-10 20:35:20,385.94735074043274
train,30,291.3426696742286,62.89%,59.00%,60.00%,2024-12-10 20:35:33,398.3322329521179
train,31,291.8803426772474,62.44%,55.00%,60.00%,2024-12-10 20:35:45,411.1380612850189
train,32,292.41941353937494,61.56%,59.00%,60.00%,2024-12-10 20:35:58,423.53118872642517
train,33,292.51067641553084,61.56%,52.00%,60.00%,2024-12-10 20:36:10,435.9325888156891
train,34,291.5988817847468,63.11%,55.00%,60.00%,2024-12-10 20:36:24,449.50532269477844
train,35,291.3977410376478,62.22%,53.00%,60.00%,2024-12-10 20:36:36,462.2571086883545
train,36,291.8485397076889,62.00%,56.00%,60.00%,2024-12-10 20:36:49,474.6765727996826
train,37,291.5792103347026,62.44%,54.00%,60.00%,2024-12-10 20:37:01,487.11301589012146
train,38,291.5424325136337,62.00%,56.00%,60.00%,2024-12-10 20:37:14,499.58932065963745
train,39,290.9233738755982,62.89%,52.00%,60.00%,2024-12-10 20:37:27,513.1351847648621
train,40,290.76188042560506,62.44%,53.00%,60.00%,2024-12-10 20:37:40,525.8539757728577
train,41,291.015822382852,62.89%,53.00%,60.00%,2024-12-10 20:37:53,538.3244874477386
train,42,291.03612417583963,62.67%,54.00%,60.00%,2024-12-10 20:38:05,550.8354263305664
train,43,290.6896583068956,63.78%,51.00%,60.00%,2024-12-10 20:38:19,564.3974044322968
train,44,290.7092101625265,62.22%,54.00%,60.00%,2024-12-10 20:38:31,576.7780191898346
train,45,290.7493874837491,62.89%,52.00%,60.00%,2024-12-10 20:38:44,589.6611258983612
train,46,290.6944877983706,62.00%,54.00%,60.00%,2024-12-10 20:38:56,602.0513577461243
train,47,290.3964709868448,61.78%,52.00%,60.00%,2024-12-10 20:39:09,614.4723603725433
train,48,290.6042207115242,61.33%,53.00%,60.00%,2024-12-10 20:39:23,628.590229511261
train,49,290.7833453715096,61.78%,53.00%,60.00%,2024-12-10 20:39:36,641.4104359149933
train,50,290.4882149201024,61.78%,54.00%,60.00%,2024-12-10 20:39:48,653.8672256469727
train,51,290.2599948013226,61.33%,53.00%,60.00%,2024-12-10 20:40:00,666.2790884971619
train,52,290.368745374578,61.78%,53.00%,60.00%,2024-12-10 20:40:13,678.7632253170013
train,53,290.3707957653012,62.44%,52.00%,60.00%,2024-12-10 20:40:27,692.5650713443756
train,54,290.49734971571206,62.22%,50.00%,60.00%,2024-12-10 20:40:40,705.3266181945801
train,55,290.5322745350305,61.56%,52.00%,60.00%,2024-12-10 20:40:52,717.7503252029419
train,56,290.54227079190196,62.00%,52.00%,60.00%,2024-12-10 20:41:05,731.2613399028778
train,57,290.11504268382464,61.56%,52.00%,60.00%,2024-12-10 20:41:21,746.933188199997
train,58,290.0452683397873,61.56%,52.00%,60.00%,2024-12-10 20:41:34,759.464302778244
