type,epoch,batch,total_loss,valid_acc,correct,total,batch_time,timestamp,total_training_time
epoch,1,290,1.3037954337828923,0.9375,15,16,51.20511221885681,2024-12-10 06:27:22,51.20515012741089
epoch,1,295,2.9530709043564674,0.8125,13,16,51.97187829017639,2024-12-10 06:27:22,51.97190022468567
epoch,1,300,1.1650091206464808,0.875,14,16,52.744577169418335,2024-12-10 06:27:23,52.74459910392761
epoch,1,305,0.9336710208216688,1.0,16,16,53.52820420265198,2024-12-10 06:27:24,53.52822518348694
epoch,1,310,2.0852575064618164,0.8125,13,16,54.31153416633606,2024-12-10 06:27:25,54.31155514717102
epoch,2,0,0.06621179455586798,0.9375,15,16,54.64482831954956,2024-12-10 06:27:25,54.644848108291626
epoch,2,5,1.1421246617383214,0.875,14,16,55.43058514595032,2024-12-10 06:27:26,55.430607080459595
epoch,2,10,1.7225396871674454,0.9375,15,16,56.20824122428894,2024-12-10 06:27:27,56.2082622051239
epoch,2,15,0.8146788770529734,0.9375,15,16,56.999326944351196,2024-12-10 06:27:28,56.99935007095337
epoch,2,20,0.9159283475283341,0.875,14,16,57.84756922721863,2024-12-10 06:27:28,57.84759211540222
epoch,2,25,0.8973661145726519,0.9375,15,16,58.616594314575195,2024-12-10 06:27:29,58.616616010665894
epoch,2,30,1.5975273015936948,0.875,14,16,59.38204526901245,2024-12-10 06:27:30,59.382063150405884
epoch,2,35,1.398107487839017,0.875,14,16,60.142972230911255,2024-12-10 06:27:31,60.14299416542053
epoch,2,40,1.048197797165721,1.0,16,16,60.931463956832886,2024-12-10 06:27:31,60.93150305747986
epoch,2,45,1.1003582044710125,0.9375,15,16,61.693031311035156,2024-12-10 06:27:32,61.693053007125854
epoch,2,50,0.9101000213839716,0.9375,15,16,62.5181200504303,2024-12-10 06:27:33,62.518141984939575
epoch,2,55,1.6970570260007327,1.0,16,16,63.29154419898987,2024-12-10 06:27:34,63.29156517982483
epoch,2,60,2.0164767498067198,0.9375,15,16,64.07212114334106,2024-12-10 06:27:35,64.07214117050171
epoch,2,65,1.8054912101980813,0.875,14,16,64.84180617332458,2024-12-10 06:27:35,64.84182715415955
epoch,2,70,1.6417148934003278,1.0,16,16,65.62947106361389,2024-12-10 06:27:36,65.62949299812317
epoch,2,75,0.8509334085328211,0.875,14,16,66.41291213035583,2024-12-10 06:27:37,66.41293525695801
epoch,2,80,1.6848569152202284,0.9375,15,16,67.25114703178406,2024-12-10 06:27:38,67.25116920471191
epoch,2,85,2.0953896884773,0.9375,15,16,68.01494193077087,2024-12-10 06:27:39,68.01496410369873
epoch,2,90,1.1130629085493817,0.9375,15,16,68.79215216636658,2024-12-10 06:27:39,68.79217219352722
epoch,2,95,0.40921170777345106,1.0,16,16,69.57264804840088,2024-12-10 06:27:40,69.57266902923584
epoch,2,100,1.0959998066581698,0.875,14,16,70.33946108818054,2024-12-10 06:27:41,70.3394832611084
epoch,2,105,0.8178376234853237,0.875,14,16,71.12852931022644,2024-12-10 06:27:42,71.12856721878052
epoch,2,110,0.20541085661880448,0.9375,15,16,71.90404510498047,2024-12-10 06:27:42,71.90406703948975
epoch,2,115,0.8176332544399117,0.9375,15,16,72.67227005958557,2024-12-10 06:27:43,72.67231106758118
epoch,2,120,0.570554788204571,0.875,14,16,73.46164417266846,2024-12-10 06:27:44,73.46166706085205
epoch,2,125,0.8761746049694144,0.875,14,16,74.3096661567688,2024-12-10 06:27:45,74.30968904495239
epoch,2,130,0.7932928572091437,0.9375,15,16,75.07487201690674,2024-12-10 06:27:46,75.07489514350891
epoch,2,135,0.5026772274158017,1.0,16,16,75.86555600166321,2024-12-10 06:27:46,75.86557793617249
epoch,2,140,0.6053224985117343,0.9375,15,16,76.6524031162262,2024-12-10 06:27:47,76.65242505073547
epoch,2,145,0.4726813907372703,1.0,16,16,77.41760802268982,2024-12-10 06:27:48,77.41762924194336
epoch,2,150,0.7538459921357399,0.9375,15,16,78.18394708633423,2024-12-10 06:27:49,78.1839861869812
epoch,2,155,0.7166840888841962,0.9375,15,16,78.96787214279175,2024-12-10 06:27:49,78.96789407730103
epoch,2,160,0.6042672184068287,0.9375,15,16,79.74704623222351,2024-12-10 06:27:50,79.74706721305847
epoch,2,165,0.8614207891653847,1.0,16,16,80.51563715934753,2024-12-10 06:27:51,80.5156581401825
epoch,2,170,1.658106963671016,1.0,16,16,81.36561322212219,2024-12-10 06:27:52,81.36563420295715
epoch,2,175,0.5450926012559668,1.0,16,16,82.15452122688293,2024-12-10 06:27:53,82.1545422077179
epoch,2,180,0.7786275061952352,1.0,16,16,82.90159893035889,2024-12-10 06:27:53,82.90162301063538
epoch,2,185,0.8563157238969803,1.0,16,16,83.66182017326355,2024-12-10 06:27:54,83.66186022758484
epoch,2,190,0.71775393852281,1.0,16,16,84.42435312271118,2024-12-10 06:27:55,84.42437505722046
epoch,2,195,0.5747182272496951,0.9375,15,16,85.19287133216858,2024-12-10 06:27:56,85.19289231300354
epoch,2,200,0.38034291887154253,0.9375,15,16,85.9623670578003,2024-12-10 06:27:56,85.96238803863525
epoch,2,205,0.7664253050186534,1.0,16,16,86.73811316490173,2024-12-10 06:27:57,86.73813605308533
epoch,2,210,0.3116699671347561,0.9375,15,16,87.50119709968567,2024-12-10 06:27:58,87.50121903419495
epoch,2,215,0.3338713832974053,1.0,16,16,88.33535408973694,2024-12-10 06:27:59,88.3353762626648
epoch,2,220,1.1591284231279795,1.0,16,16,89.09424901008606,2024-12-10 06:28:00,89.09427094459534
epoch,2,225,0.3257602745608964,0.9375,15,16,89.86586332321167,2024-12-10 06:28:00,89.86588430404663
epoch,2,230,1.1944796177761732,0.9375,15,16,90.62796425819397,2024-12-10 06:28:01,90.62798619270325
epoch,2,235,1.6844638373742267,0.9375,15,16,91.39689326286316,2024-12-10 06:28:02,91.39691495895386
epoch,2,240,0.5929964412692081,0.875,14,16,92.18434929847717,2024-12-10 06:28:03,92.18437194824219
epoch,2,245,0.661430929210746,1.0,16,16,92.95287013053894,2024-12-10 06:28:03,92.9528911113739
epoch,2,250,0.6109647994449094,1.0,16,16,93.71285510063171,2024-12-10 06:28:04,93.71287822723389
epoch,2,255,1.0654754908735304,1.0,16,16,94.48691201210022,2024-12-10 06:28:05,94.48693418502808
epoch,2,260,0.9682721970008108,1.0,16,16,95.26122212409973,2024-12-10 06:28:06,95.26124429702759
epoch,2,265,0.28600705423166106,1.0,16,16,96.10260200500488,2024-12-10 06:28:07,96.10262417793274
epoch,2,270,0.8439069899219785,0.875,14,16,96.86973214149475,2024-12-10 06:28:07,96.86975407600403
epoch,2,275,0.4110523246033393,1.0,16,16,97.63321018218994,2024-12-10 06:28:08,97.63324999809265
epoch,2,280,0.8237777960920897,1.0,16,16,98.39671921730042,2024-12-10 06:28:09,98.39674019813538
epoch,2,285,0.4509303665336888,1.0,16,16,99.15781617164612,2024-12-10 06:28:10,99.1578381061554
epoch,2,290,0.733705690586248,1.0,16,16,99.92526531219482,2024-12-10 06:28:10,99.9252872467041
epoch,2,295,0.9067276640249021,1.0,16,16,100.69395303726196,2024-12-10 06:28:11,100.69397401809692
epoch,2,300,0.48542399505182116,1.0,16,16,101.45905303955078,2024-12-10 06:28:12,101.45907402038574
epoch,2,305,0.5017017911328588,1.0,16,16,102.23387908935547,2024-12-10 06:28:13,102.23390316963196
epoch,2,310,0.7909734883561803,1.0,16,16,103.0015161037445,2024-12-10 06:28:14,103.00153708457947
epoch,3,0,0.01511309151495392,1.0,16,16,103.3251121044159,2024-12-10 06:28:14,103.32514810562134
epoch,3,5,0.5487761450883464,1.0,16,16,104.17694306373596,2024-12-10 06:28:15,104.17698216438293
epoch,3,10,1.2841009734854936,1.0,16,16,104.93559503555298,2024-12-10 06:28:15,104.93561601638794
epoch,3,15,0.37198431867281234,1.0,16,16,105.68901824951172,2024-12-10 06:28:16,105.689040184021
epoch,3,20,0.4303516584909259,0.9375,15,16,106.45229816436768,2024-12-10 06:28:17,106.45232105255127
epoch,3,25,0.5930811160250973,0.9375,15,16,107.21392321586609,2024-12-10 06:28:18,107.21394729614258
epoch,3,30,1.0037118466037143,1.0,16,16,107.97920727729797,2024-12-10 06:28:18,107.97922730445862
epoch,3,35,0.7117599540614388,1.0,16,16,108.8180422782898,2024-12-10 06:28:19,108.81806325912476
epoch,3,40,0.25127526083439944,0.9375,15,16,109.58853101730347,2024-12-10 06:28:20,109.58855414390564
epoch,3,45,0.2372437561842728,0.9375,15,16,110.36482095718384,2024-12-10 06:28:21,110.3648431301117
epoch,3,50,0.8054579410870644,0.9375,15,16,111.12004113197327,2024-12-10 06:28:22,111.12006306648254
epoch,3,55,1.2175589129819746,1.0,16,16,111.88021516799927,2024-12-10 06:28:22,111.88023614883423
epoch,3,60,1.3151942714081164,1.0,16,16,112.65719199180603,2024-12-10 06:28:23,112.6572151184082
epoch,3,65,1.384274041642695,0.9375,15,16,113.41793417930603,2024-12-10 06:28:24,113.41795516014099
epoch,3,70,0.9762907603998359,0.9375,15,16,114.19052910804749,2024-12-10 06:28:25,114.19055104255676
epoch,3,75,0.46409422459525623,1.0,16,16,114.95526719093323,2024-12-10 06:28:25,114.9552891254425
epoch,3,80,0.7365285463421658,1.0,16,16,115.72100520133972,2024-12-10 06:28:26,115.721027135849
epoch,3,85,1.2870573907642382,0.9375,15,16,116.54287004470825,2024-12-10 06:28:27,116.54289317131042
epoch,3,90,0.6259634635559117,0.9375,15,16,117.31433916091919,2024-12-10 06:28:28,117.31436014175415
epoch,3,95,0.14591133770666412,0.9375,15,16,118.09443521499634,2024-12-10 06:28:29,118.09447407722473
epoch,3,100,1.0146789625361596,0.9375,15,16,118.85832500457764,2024-12-10 06:28:29,118.8583471775055
epoch,3,105,0.48387531868285166,0.9375,15,16,119.61415028572083,2024-12-10 06:28:30,119.6141722202301
epoch,3,110,0.11517414919316303,0.9375,15,16,120.36832213401794,2024-12-10 06:28:31,120.36834526062012
epoch,3,115,0.4972080132936005,1.0,16,16,121.13288021087646,2024-12-10 06:28:32,121.13291811943054
epoch,3,120,0.14557276435865485,0.9375,15,16,121.90263605117798,2024-12-10 06:28:32,121.90265703201294
epoch,3,125,0.6734264695935793,0.9375,15,16,122.67492508888245,2024-12-10 06:28:33,122.67494702339172
epoch,3,130,0.28769353064489944,1.0,16,16,123.507559299469,2024-12-10 06:28:34,123.50758028030396
epoch,3,135,0.21418950772767192,1.0,16,16,124.2762360572815,2024-12-10 06:28:35,124.27625703811646
epoch,3,140,0.45992940855430264,1.0,16,16,125.0229561328888,2024-12-10 06:28:36,125.02297711372375
epoch,3,145,0.18468326662461643,1.0,16,16,125.7922191619873,2024-12-10 06:28:36,125.79224109649658
epoch,3,150,0.24564830852534514,1.0,16,16,126.56026411056519,2024-12-10 06:28:37,126.56028604507446
epoch,3,155,1.1266645959833013,0.9375,15,16,127.30813217163086,2024-12-10 06:28:38,127.30815315246582
epoch,3,160,0.25310646079274934,1.0,16,16,128.0738742351532,2024-12-10 06:28:39,128.0738959312439
epoch,3,165,0.48851822025101493,0.8125,13,16,128.84187126159668,2024-12-10 06:28:39,128.84189224243164
epoch,3,170,1.3189904161879569,0.9375,15,16,129.59464597702026,2024-12-10 06:28:40,129.59466910362244
epoch,3,175,0.40312505762431255,0.9375,15,16,130.34876322746277,2024-12-10 06:28:41,130.34878516197205
epoch,3,180,0.17872450589882363,1.0,16,16,131.17361521720886,2024-12-10 06:28:42,131.17363715171814
epoch,3,185,0.40324117060924924,1.0,16,16,131.94111704826355,2024-12-10 06:28:42,131.94114112854004
epoch,3,190,0.2267805440728171,1.0,16,16,132.70035934448242,2024-12-10 06:28:43,132.7003791332245
epoch,3,195,0.267380580593869,1.0,16,16,133.45880913734436,2024-12-10 06:28:44,133.45883107185364
epoch,3,200,0.12857571419373556,1.0,16,16,134.2261381149292,2024-12-10 06:28:45,134.22615909576416
epoch,3,205,0.6323649308102204,1.0,16,16,134.99249505996704,2024-12-10 06:28:45,134.99253511428833
epoch,3,210,0.18491118763354647,1.0,16,16,135.7492322921753,2024-12-10 06:28:46,135.7492699623108
epoch,3,215,0.1158012021706125,1.0,16,16,136.5178942680359,2024-12-10 06:28:47,136.51791620254517
epoch,3,220,0.9260745382193998,1.0,16,16,137.28438520431519,2024-12-10 06:28:48,137.28440618515015
epoch,3,225,0.44296321187781756,0.9375,15,16,138.04819011688232,2024-12-10 06:28:49,138.0482120513916
epoch,3,230,1.2097547327858176,0.9375,15,16,138.8731231689453,2024-12-10 06:28:49,138.8731460571289
epoch,3,235,0.6776677667547615,0.9375,15,16,139.64445209503174,2024-12-10 06:28:50,139.6444730758667
epoch,3,240,0.40128740708762534,1.0,16,16,140.4306960105896,2024-12-10 06:28:51,140.43071699142456
epoch,3,245,0.2455625206932265,1.0,16,16,141.19392895698547,2024-12-10 06:28:52,141.19394993782043
epoch,3,250,0.7939933990996418,0.875,14,16,141.94886827468872,2024-12-10 06:28:52,141.94892501831055
epoch,3,255,1.0357729983837378,0.9375,15,16,142.70790719985962,2024-12-10 06:28:53,142.7079291343689
epoch,3,260,0.4165179036359824,0.875,14,16,143.46769404411316,2024-12-10 06:28:54,143.46771502494812
epoch,3,265,0.27874081317879296,1.0,16,16,144.24707007408142,2024-12-10 06:28:55,144.24709033966064
epoch,3,270,0.9030527456718109,0.9375,15,16,145.00830101966858,2024-12-10 06:28:56,145.00832200050354
epoch,3,275,0.43044720929489233,1.0,16,16,145.7617290019989,2024-12-10 06:28:56,145.76174998283386
epoch,3,280,0.659221594673499,0.875,14,16,146.59990119934082,2024-12-10 06:28:57,146.59992289543152
epoch,3,285,0.44140980483537395,1.0,16,16,147.35817122459412,2024-12-10 06:28:58,147.3581931591034
epoch,3,290,0.5642239753979459,1.0,16,16,148.11628413200378,2024-12-10 06:28:59,148.11632108688354
epoch,3,295,0.5872695296071959,1.0,16,16,148.8769121170044,2024-12-10 06:28:59,148.87693428993225
epoch,3,300,0.33729836321808204,1.0,16,16,149.64103031158447,2024-12-10 06:29:00,149.64105224609375
epoch,3,305,0.29640139827126705,1.0,16,16,150.39982414245605,2024-12-10 06:29:01,150.39986300468445
epoch,3,310,0.4031046286747578,1.0,16,16,151.1587209701538,2024-12-10 06:29:02,151.15874314308167
epoch,4,0,0.003109449167690886,1.0,16,16,151.47913813591003,2024-12-10 06:29:02,151.47915601730347
epoch,4,5,0.4467397377601768,1.0,16,16,152.2409369945526,2024-12-10 06:29:03,152.2409589290619
epoch,4,10,0.9806953932070894,0.9375,15,16,152.99201107025146,2024-12-10 06:29:03,152.99203205108643
epoch,4,15,0.4718242249925694,1.0,16,16,153.8173110485077,2024-12-10 06:29:04,153.81733202934265
epoch,4,20,0.261978111341563,0.9375,15,16,154.5857241153717,2024-12-10 06:29:05,154.58574509620667
epoch,4,25,0.6549174592933652,0.9375,15,16,155.34226989746094,2024-12-10 06:29:06,155.3422920703888
epoch,4,30,0.6008679926491264,0.9375,15,16,156.10826921463013,2024-12-10 06:29:07,156.10829210281372
epoch,4,35,0.5343417609989798,0.9375,15,16,156.87545919418335,2024-12-10 06:29:07,156.8754801750183
epoch,4,40,0.15980522001616987,0.9375,15,16,157.63061213493347,2024-12-10 06:29:08,157.63063406944275
epoch,4,45,0.17313960450224702,0.9375,15,16,158.38835215568542,2024-12-10 06:29:09,158.3883719444275
epoch,4,50,0.409863218173486,0.9375,15,16,159.1495680809021,2024-12-10 06:29:10,159.14958906173706
epoch,4,55,0.857666843558273,1.0,16,16,159.92545318603516,2024-12-10 06:29:10,159.92547512054443
epoch,4,60,0.9528800202888432,0.9375,15,16,160.6833200454712,2024-12-10 06:29:11,160.68334102630615
epoch,4,65,1.1626274119739504,0.9375,15,16,161.51139211654663,2024-12-10 06:29:12,161.5114140510559
epoch,4,70,0.6142767480511079,0.9375,15,16,162.26369309425354,2024-12-10 06:29:13,162.2637162208557
epoch,4,75,0.41259370014368835,1.0,16,16,163.01931023597717,2024-12-10 06:29:14,163.01933121681213
epoch,4,80,0.45437684868331,1.0,16,16,163.76364016532898,2024-12-10 06:29:14,163.76366209983826
epoch,4,85,0.8696484951751735,0.9375,15,16,164.5223228931427,2024-12-10 06:29:15,164.52234411239624
epoch,4,90,0.7578920253399141,0.9375,15,16,165.28208112716675,2024-12-10 06:29:16,165.28210401535034
epoch,4,95,0.0991178255601432,0.9375,15,16,166.04313397407532,2024-12-10 06:29:17,166.04315614700317
epoch,4,100,0.8662562232569287,0.9375,15,16,166.80876207351685,2024-12-10 06:29:17,166.8087830543518
epoch,4,105,0.44414566430756164,0.9375,15,16,167.56171488761902,2024-12-10 06:29:18,167.56173610687256
epoch,4,110,0.22574653704492662,0.9375,15,16,168.40482831001282,2024-12-10 06:29:19,168.40485095977783
epoch,4,115,0.33636870147540493,0.9375,15,16,169.14571118354797,2024-12-10 06:29:20,169.14573216438293
epoch,4,120,0.12273986960054238,0.9375,15,16,169.91339230537415,2024-12-10 06:29:20,169.91341423988342
epoch,4,125,0.46297382766891026,0.9375,15,16,170.67419600486755,2024-12-10 06:29:21,170.67421531677246
epoch,4,130,0.10373274775039218,0.9375,15,16,171.434641122818,2024-12-10 06:29:22,171.43466329574585
epoch,4,135,0.10375970928776686,0.9375,15,16,172.19790530204773,2024-12-10 06:29:23,172.19792795181274
epoch,4,140,0.3931641611982938,0.9375,15,16,172.9676752090454,2024-12-10 06:29:23,172.9676971435547
epoch,4,145,0.07438173137749035,0.9375,15,16,173.72729301452637,2024-12-10 06:29:24,173.72731494903564
epoch,4,150,0.12445375401875033,1.0,16,16,174.49123096466064,2024-12-10 06:29:25,174.49125409126282
epoch,4,155,0.29308784564183954,1.0,16,16,175.25897812843323,2024-12-10 06:29:26,175.2590000629425
epoch,4,160,0.16272052923098398,1.0,16,16,176.01831817626953,2024-12-10 06:29:27,176.0183401107788
epoch,4,165,0.39085892811553175,0.9375,15,16,176.84626626968384,2024-12-10 06:29:27,176.8462872505188
epoch,4,170,1.181447873303506,1.0,16,16,177.5939691066742,2024-12-10 06:29:28,177.59399127960205
epoch,4,175,0.30981868357797215,0.9375,15,16,178.35414505004883,2024-12-10 06:29:29,178.3541660308838
epoch,4,180,0.22197051416339622,1.0,16,16,179.11877918243408,2024-12-10 06:29:30,179.11880016326904
epoch,4,185,0.4980580651713624,0.9375,15,16,179.8710160255432,2024-12-10 06:29:30,179.8710379600525
epoch,4,190,0.29446532497369027,1.0,16,16,180.6332290172577,2024-12-10 06:29:31,180.63325119018555
epoch,4,195,0.2665828905189499,0.9375,15,16,181.39015126228333,2024-12-10 06:29:32,181.39019012451172
epoch,4,200,0.13942758946609224,1.0,16,16,182.1458990573883,2024-12-10 06:29:33,182.14592003822327
epoch,4,205,0.09108260641580482,1.0,16,16,182.8961672782898,2024-12-10 06:29:33,182.89618825912476
epoch,4,210,0.08751965742482673,1.0,16,16,183.6496651172638,2024-12-10 06:29:34,183.64968824386597
epoch,4,215,0.024663205093535097,1.0,16,16,184.49271512031555,2024-12-10 06:29:35,184.49273800849915
epoch,4,220,0.46876613923431687,0.9375,15,16,185.24683904647827,2024-12-10 06:29:36,185.24686121940613
epoch,4,225,0.17206341334095163,1.0,16,16,186.0207962989807,2024-12-10 06:29:37,186.02081823349
epoch,4,230,1.4297715009985805,1.0,16,16,186.78079223632812,2024-12-10 06:29:37,186.7808132171631
epoch,4,235,0.8633559478047654,1.0,16,16,187.53572726249695,2024-12-10 06:29:38,187.53574919700623
epoch,4,240,0.26632228888298876,0.9375,15,16,188.30096411705017,2024-12-10 06:29:39,188.30098509788513
epoch,4,245,0.31875958061861215,1.0,16,16,189.03766131401062,2024-12-10 06:29:40,189.03768229484558
epoch,4,250,0.4628574614842539,0.9375,15,16,189.78767323493958,2024-12-10 06:29:40,189.787691116333
epoch,4,255,0.6834610683234572,1.0,16,16,190.53188824653625,2024-12-10 06:29:41,190.53190922737122
epoch,4,260,0.2487605999568585,0.9375,15,16,191.3563630580902,2024-12-10 06:29:42,191.35638618469238
epoch,4,265,0.0605038731155117,0.9375,15,16,192.11292600631714,2024-12-10 06:29:43,192.1129469871521
epoch,4,270,0.4279306984415258,0.8125,13,16,192.85946393013,2024-12-10 06:29:43,192.85948514938354
epoch,4,275,0.38671856653846187,0.9375,15,16,193.60841512680054,2024-12-10 06:29:44,193.60843706130981
epoch,4,280,0.8154863021444781,0.9375,15,16,194.36226511001587,2024-12-10 06:29:45,194.36228609085083
epoch,4,285,0.19915829318651382,1.0,16,16,195.11994218826294,2024-12-10 06:29:46,195.11998105049133
epoch,4,290,0.590003795703244,1.0,16,16,195.89243602752686,2024-12-10 06:29:46,195.89247632026672
epoch,4,295,0.7005213780939696,1.0,16,16,196.66324710845947,2024-12-10 06:29:47,196.66327023506165
epoch,4,300,0.3737954733419758,1.0,16,16,197.4229712486267,2024-12-10 06:29:48,197.422993183136
epoch,4,305,0.17578400434345376,1.0,16,16,198.1852412223816,2024-12-10 06:29:49,198.18526005744934
epoch,4,310,0.18358409369932427,1.0,16,16,199.00660824775696,2024-12-10 06:29:50,199.00663018226624
epoch,5,0,0.0008433640627720718,1.0,16,16,199.3329679965973,2024-12-10 06:29:50,199.33298516273499
epoch,5,5,0.17552335074908765,1.0,16,16,200.07855010032654,2024-12-10 06:29:51,200.07857203483582
epoch,5,10,0.7133110513463672,1.0,16,16,200.8211531639099,2024-12-10 06:29:51,200.8211750984192
