type,epoch,train_loss,train_acc,valid_acc,best_valid_acc,timestamp,total_training_time
train,68,292.6239889331528,62.22%,64.00%,66.00%,2024-12-10 21:17:30,989.390971660614
train,69,292.1477228075924,62.89%,65.00%,66.00%,2024-12-10 21:17:44,1003.3092737197876
train,70,292.22264537066206,61.78%,66.00%,66.00%,2024-12-10 21:17:57,1016.8810567855835
train,71,291.8606777922411,62.22%,63.00%,66.00%,2024-12-10 21:18:11,1030.5046753883362
train,72,291.9045392096113,62.89%,65.00%,66.00%,2024-12-10 21:18:26,1045.162013053894
train,73,291.9785355637282,62.22%,65.00%,66.00%,2024-12-10 21:18:39,1058.9953422546387
train,74,291.8159829968338,63.11%,63.00%,66.00%,2024-12-10 21:18:53,1072.5972256660461
train,75,291.89650602257274,63.56%,65.00%,66.00%,2024-12-10 21:19:07,1086.1502499580383
train,76,291.8557172443809,63.11%,66.00%,66.00%,2024-12-10 21:19:21,1100.6981418132782
train,77,291.699846206745,62.00%,62.00%,66.00%,2024-12-10 21:19:35,1114.1965897083282
train,78,291.72094788468195,62.44%,63.00%,66.00%,2024-12-10 21:19:49,1128.0968990325928
train,79,291.81011859242744,62.89%,65.00%,66.00%,2024-12-10 21:20:02,1141.5743503570557
train,80,291.88920155346443,61.56%,64.00%,66.00%,2024-12-10 21:20:16,1155.429139137268
train,81,291.9775082518533,62.89%,61.00%,66.00%,2024-12-10 21:20:30,1169.5096697807312
train,82,292.3233001372425,62.22%,63.00%,66.00%,2024-12-10 21:20:44,1183.4217736721039
train,83,292.3144532906058,62.67%,62.00%,66.00%,2024-12-10 21:20:57,1196.9733452796936
train,84,294.08010368802525,61.78%,60.00%,66.00%,2024-12-10 21:21:11,1210.485571861267
train,85,292.6294416222217,62.67%,59.00%,66.00%,2024-12-10 21:21:28,1227.7134981155396
train,86,292.0058952889686,62.44%,60.00%,66.00%,2024-12-10 21:21:42,1241.6506288051605
train,87,292.0729642703538,62.22%,60.00%,66.00%,2024-12-10 21:21:56,1255.2125401496887
train,88,291.7126738129837,63.56%,58.00%,66.00%,2024-12-10 21:22:09,1268.7181038856506
train,89,291.8103063273404,64.44%,60.00%,66.00%,2024-12-10 21:22:24,1283.400696516037
train,90,291.7153791529111,63.11%,62.00%,66.00%,2024-12-10 21:22:37,1296.9090645313263
train,91,291.70554604037005,63.33%,61.00%,66.00%,2024-12-10 21:22:51,1310.7522649765015
train,92,291.699918045403,63.11%,59.00%,66.00%,2024-12-10 21:23:05,1324.2937614917755
train,93,291.88062429687085,63.11%,61.00%,66.00%,2024-12-10 21:23:20,1339.132878780365
train,94,291.7184533655535,62.22%,59.00%,66.00%,2024-12-10 21:23:33,1352.719012260437
train,95,291.666515036174,62.67%,58.00%,66.00%,2024-12-10 21:23:47,1366.6658935546875
train,96,291.69187032246873,63.33%,59.00%,66.00%,2024-12-10 21:24:01,1380.1458141803741
train,97,291.8636799834063,63.33%,59.00%,66.00%,2024-12-10 21:24:14,1393.7079901695251
train,98,292.22594858842905,62.89%,60.00%,66.00%,2024-12-10 21:24:29,1408.374474287033
train,99,292.1286113927992,62.67%,58.00%,66.00%,2024-12-10 21:24:43,1422.2291107177734
train,100,291.9195518683931,62.22%,58.00%,66.00%,2024-12-10 21:24:56,1435.7727150917053
train,101,291.9321325266312,62.89%,58.00%,66.00%,2024-12-10 21:25:10,1449.3242528438568
train,102,291.96433549098623,62.44%,58.00%,66.00%,2024-12-10 21:25:24,1463.9016427993774
train,103,292.08385365116106,62.89%,58.00%,66.00%,2024-12-10 21:25:38,1477.3926904201508
train,104,291.98253907623797,62.67%,57.00%,66.00%,2024-12-10 21:25:52,1491.2160255908966
train,105,291.79171672327743,62.89%,58.00%,66.00%,2024-12-10 21:26:05,1504.7097120285034
train,106,291.7145459073977,63.11%,57.00%,66.00%,2024-12-10 21:26:20,1519.6792566776276
train,107,291.75286109986934,63.56%,58.00%,66.00%,2024-12-10 21:26:34,1533.245581626892
train,108,291.7116809055207,62.44%,57.00%,66.00%,2024-12-10 21:26:48,1547.1256511211395
train,109,291.6506737767821,63.33%,58.00%,66.00%,2024-12-10 21:27:01,1560.6493728160858
train,110,291.61187428460335,63.33%,58.00%,66.00%,2024-12-10 21:27:15,1574.1576836109161
train,111,291.5826026066164,63.33%,58.00%,66.00%,2024-12-10 21:27:29,1588.6042838096619
train,112,291.5701598331887,62.67%,57.00%,66.00%,2024-12-10 21:27:43,1602.4720613956451
train,113,291.5854133214294,64.00%,57.00%,66.00%,2024-12-10 21:27:56,1615.9951660633087
train,114,291.549902132929,63.33%,57.00%,66.00%,2024-12-10 21:28:10,1629.524983406067
train,115,291.5249127021989,63.56%,57.00%,66.00%,2024-12-10 21:28:25,1644.2373898029327
train,116,291.5329717095739,63.11%,57.00%,66.00%,2024-12-10 21:28:38,1657.729773759842
train,117,291.54500697526026,63.56%,57.00%,66.00%,2024-12-10 21:28:52,1671.551673412323
train,118,291.5165135273116,62.89%,57.00%,66.00%,2024-12-10 21:29:05,1685.025750875473
train,119,291.49020071271707,64.22%,57.00%,66.00%,2024-12-10 21:29:20,1699.6238565444946
train,120,291.49001091470996,62.67%,57.00%,66.00%,2024-12-10 21:29:34,1713.150722026825
train,121,291.486811941438,63.56%,58.00%,66.00%,2024-12-10 21:29:48,1727.1383957862854
train,122,291.4702813694309,63.33%,58.00%,66.00%,2024-12-10 21:30:01,1740.694165945053
train,123,291.44754998312044,63.78%,58.00%,66.00%,2024-12-10 21:30:15,1754.2488102912903
train,124,291.4306325964155,62.67%,58.00%,66.00%,2024-12-10 21:30:30,1769.3058681488037
train,125,291.41803060543424,63.11%,58.00%,66.00%,2024-12-10 21:30:44,1783.2022886276245
train,126,291.41569720176227,62.67%,58.00%,66.00%,2024-12-10 21:30:57,1796.6767828464508
train,127,291.41823736327103,63.33%,57.00%,66.00%,2024-12-10 21:31:11,1810.2456057071686
train,128,291.41055866020616,63.11%,58.00%,66.00%,2024-12-10 21:31:25,1824.6630387306213
train,129,291.39312211932213,63.56%,57.00%,66.00%,2024-12-10 21:31:39,1838.122415304184
train,130,291.38491743765866,63.33%,58.00%,66.00%,2024-12-10 21:31:52,1851.9170699119568
train,131,291.38229331940795,62.89%,58.00%,66.00%,2024-12-10 21:32:06,1865.3966410160065
train,132,291.37651276471917,62.00%,58.00%,66.00%,2024-12-10 21:32:20,1880.037471294403
train,133,291.3717670782283,63.33%,58.00%,66.00%,2024-12-10 21:32:34,1893.532497882843
train,134,291.36544069380926,62.89%,58.00%,66.00%,2024-12-10 21:32:48,1907.3834872245789
train,135,291.35979019324355,64.00%,58.00%,66.00%,2024-12-10 21:33:01,1920.9184815883636
train,136,291.3554993499613,63.11%,58.00%,66.00%,2024-12-10 21:33:15,1934.545031785965
train,137,291.3529053375414,63.11%,58.00%,66.00%,2024-12-10 21:33:30,1949.1710090637207
train,138,291.3512000615745,62.00%,58.00%,66.00%,2024-12-10 21:33:43,1962.9690597057343
train,139,291.34569575469015,63.33%,58.00%,66.00%,2024-12-10 21:33:57,1976.4375476837158
train,140,291.34047181596,62.67%,58.00%,66.00%,2024-12-10 21:34:10,1989.9027428627014
train,141,291.33710558701455,62.22%,58.00%,66.00%,2024-12-10 21:34:25,2004.8529086112976
train,142,291.332082964637,63.78%,58.00%,66.00%,2024-12-10 21:34:39,2018.3393292427063
train,143,291.32799458764765,62.89%,58.00%,66.00%,2024-12-10 21:34:53,2032.263875246048
train,144,291.32371431619475,64.22%,58.00%,66.00%,2024-12-10 21:35:06,2045.827351808548
train,145,291.3202523080701,63.33%,59.00%,66.00%,2024-12-10 21:35:21,2060.3929586410522
train,146,291.31687063939665,63.78%,59.00%,66.00%,2024-12-10 21:35:34,2073.9487142562866
train,147,291.31333859605917,63.11%,59.00%,66.00%,2024-12-10 21:35:49,2088.138466835022
train,148,291.31369481558505,64.22%,59.00%,66.00%,2024-12-10 21:36:02,2101.7152857780457
train,149,291.31032883517446,63.33%,57.00%,66.00%,2024-12-10 21:36:16,2115.699164867401
train,150,291.31675945310434,62.89%,57.00%,66.00%,2024-12-10 21:36:30,2129.31654548645
train,151,291.33665775597274,62.67%,58.00%,66.00%,2024-12-10 21:36:44,2143.107190847397
train,152,291.3227039745939,62.67%,57.00%,66.00%,2024-12-10 21:36:57,2156.642326116562
train,153,291.37350450469347,62.89%,58.00%,66.00%,2024-12-10 21:37:11,2170.1470110416412
train,154,291.3586261757006,62.44%,59.00%,66.00%,2024-12-10 21:37:25,2184.7031614780426
train,155,291.4011677552718,62.44%,58.00%,66.00%,2024-12-10 21:37:39,2198.2509388923645
train,156,291.6121076047007,62.44%,57.00%,66.00%,2024-12-10 21:37:52,2212.037310361862
train,157,291.50642440027343,63.33%,58.00%,66.00%,2024-12-10 21:38:06,2225.5713844299316
train,158,291.49902991038704,63.33%,58.00%,66.00%,2024-12-10 21:38:21,2240.5714631080627
train,159,291.52268699035926,62.44%,57.00%,66.00%,2024-12-10 21:38:34,2254.032942533493
train,160,291.37041927088853,63.56%,58.00%,66.00%,2024-12-10 21:38:48,2267.9646768569946
train,161,291.4406157063943,63.11%,58.00%,66.00%,2024-12-10 21:39:02,2281.4758298397064
train,162,291.4648294926107,62.44%,57.00%,66.00%,2024-12-10 21:39:16,2295.3381621837616
train,163,291.34073471850644,63.78%,58.00%,66.00%,2024-12-10 21:39:30,2309.291170358658
train,164,291.33315483596147,64.22%,59.00%,66.00%,2024-12-10 21:39:44,2323.116701364517
train,165,291.3331683243043,62.22%,57.00%,66.00%,2024-12-10 21:39:57,2336.66375875473
train,166,291.305328741237,62.22%,57.00%,66.00%,2024-12-10 21:40:11,2350.1433560848236
train,167,291.28481934122453,62.89%,58.00%,66.00%,2024-12-10 21:40:25,2364.6364777088165
train,168,291.27086132389246,63.78%,58.00%,66.00%,2024-12-10 21:40:39,2378.131962299347
train,169,291.3492812974914,61.78%,58.00%,66.00%,2024-12-10 21:40:52,2392.008166074753
train,170,291.5626885115814,62.67%,58.00%,66.00%,2024-12-10 21:41:06,2405.5202827453613
train,171,291.4891367582439,62.44%,59.00%,66.00%,2024-12-10 21:41:21,2420.1738498210907
train,172,291.35551138221814,63.56%,59.00%,66.00%,2024-12-10 21:41:34,2433.7383449077606
train,173,291.4106130587814,61.78%,56.00%,66.00%,2024-12-10 21:41:48,2447.5749604701996
train,174,291.43487942921206,61.78%,59.00%,66.00%,2024-12-10 21:42:02,2461.067281484604
train,175,291.86744006407685,63.11%,58.00%,66.00%,2024-12-10 21:42:15,2474.6093270778656
train,176,291.86152100337847,61.78%,59.00%,66.00%,2024-12-10 21:42:30,2489.4314160346985
train,177,291.4485116403159,62.22%,58.00%,66.00%,2024-12-10 21:42:44,2503.391858816147
train,178,291.31225491553056,64.00%,59.00%,66.00%,2024-12-10 21:42:57,2516.9417634010315
train,179,291.3365010547329,61.78%,58.00%,66.00%,2024-12-10 21:43:11,2530.4761769771576
train,180,291.37285886122675,62.22%,59.00%,66.00%,2024-12-10 21:43:26,2545.386341571808
train,181,291.4687136214872,62.67%,58.00%,66.00%,2024-12-10 21:43:39,2558.8869404792786
train,182,291.4250021952918,62.22%,59.00%,66.00%,2024-12-10 21:43:53,2572.7944169044495
train,183,291.3368832195819,62.22%,58.00%,66.00%,2024-12-10 21:44:07,2586.3331067562103
train,184,291.3672346598725,62.44%,59.00%,66.00%,2024-12-10 21:44:21,2601.0054228305817
train,185,291.43901070743897,62.67%,59.00%,66.00%,2024-12-10 21:44:35,2614.51136803627
train,186,291.3030714709682,62.44%,59.00%,66.00%,2024-12-10 21:44:49,2628.4002583026886
train,187,291.23628473596233,62.89%,59.00%,66.00%,2024-12-10 21:45:02,2641.9167335033417
train,188,291.26445531280217,62.67%,59.00%,66.00%,2024-12-10 21:45:17,2656.071385383606
train,189,291.28983638427655,62.67%,59.00%,66.00%,2024-12-10 21:45:30,2669.674304962158
train,190,291.3370862950865,61.56%,59.00%,66.00%,2024-12-10 21:45:44,2683.5449769496918
train,191,291.30344837296275,63.33%,59.00%,66.00%,2024-12-10 21:45:58,2697.080189228058
train,192,291.2328947732291,63.78%,59.00%,66.00%,2024-12-10 21:46:11,2710.5970430374146
train,193,291.2323829736754,61.33%,59.00%,66.00%,2024-12-10 21:46:26,2725.306582212448
train,194,291.2555359691985,62.00%,59.00%,66.00%,2024-12-10 21:46:39,2738.8357121944427
train,195,291.40336120032504,62.00%,59.00%,66.00%,2024-12-10 21:46:53,2752.6073422431946
train,196,291.3906518183887,62.00%,60.00%,66.00%,2024-12-10 21:47:07,2766.14301609993
train,197,291.2691345869558,62.67%,58.00%,66.00%,2024-12-10 21:47:21,2780.798804283142
train,198,291.27113800618577,62.44%,59.00%,66.00%,2024-12-10 21:47:35,2794.278613805771
train,199,291.25847928851294,62.00%,59.00%,66.00%,2024-12-10 21:47:49,2808.17915391922
train,200,291.2051349575964,62.00%,59.00%,66.00%,2024-12-10 21:48:02,2821.654518842697
