type,epoch,train_loss,train_acc,valid_acc,best_valid_acc,timestamp,total_training_time
train,30,291.61985627965754,62.00%,54.00%,61.00%,2024-12-10 19:30:49,416.36979842185974
train,31,291.02969127511756,63.78%,60.00%,61.00%,2024-12-10 19:31:02,429.77776765823364
train,32,292.2050779517722,60.67%,52.00%,61.00%,2024-12-10 19:31:15,442.2926037311554
train,33,292.773772356733,63.56%,61.00%,61.00%,2024-12-10 19:31:28,455.68061661720276
train,34,292.54143902544126,62.89%,61.00%,61.00%,2024-12-10 19:31:41,468.4980480670929
train,35,291.16651433456184,63.11%,62.00%,62.00%,2024-12-10 19:31:53,481.04057931900024
train,36,290.7117606391559,61.56%,59.00%,62.00%,2024-12-10 19:32:06,493.4834694862366
train,37,290.7426229822023,63.33%,61.00%,62.00%,2024-12-10 19:32:19,507.10816955566406
train,38,290.45642473431815,63.33%,60.00%,62.00%,2024-12-10 19:32:32,519.9292306900024
train,39,290.2644092046781,62.67%,60.00%,62.00%,2024-12-10 19:32:45,532.4991228580475
train,40,290.13104893888175,63.56%,59.00%,62.00%,2024-12-10 19:32:57,544.9411480426788
train,41,290.1102874919014,62.22%,60.00%,62.00%,2024-12-10 19:33:10,557.3552353382111
train,42,290.7612787666803,62.67%,57.00%,62.00%,2024-12-10 19:33:23,570.7738819122314
train,43,292.3091363646769,62.22%,59.00%,62.00%,2024-12-10 19:33:36,583.7408168315887
train,44,292.2108650718891,62.22%,57.00%,62.00%,2024-12-10 19:33:49,596.1829011440277
train,45,291.2460764180665,61.33%,60.00%,62.00%,2024-12-10 19:34:01,608.6170382499695
train,46,290.4697532294566,64.22%,59.00%,62.00%,2024-12-10 19:34:13,621.0392553806305
train,47,290.22517215088965,62.22%,59.00%,62.00%,2024-12-10 19:34:27,634.6665291786194
train,48,290.0791309695294,63.33%,58.00%,62.00%,2024-12-10 19:34:40,647.4407410621643
train,49,290.0634301483427,62.44%,60.00%,62.00%,2024-12-10 19:34:53,660.8975687026978
train,50,290.03936547319995,64.00%,56.00%,62.00%,2024-12-10 19:35:06,673.3149816989899
train,51,290.0083974245577,62.22%,57.00%,62.00%,2024-12-10 19:35:19,686.85271692276
train,52,290.32699700754034,62.67%,58.00%,62.00%,2024-12-10 19:35:32,699.6431195735931
train,53,290.38961278652056,62.00%,55.00%,62.00%,2024-12-10 19:35:44,712.1031708717346
train,54,290.16108008186285,62.00%,57.00%,62.00%,2024-12-10 19:35:57,724.5259943008423
train,55,289.95278964526835,62.89%,57.00%,62.00%,2024-12-10 19:36:09,736.9612507820129
train,56,289.9758356660503,62.22%,57.00%,62.00%,2024-12-10 19:36:23,750.621689081192
train,57,290.0436009067568,63.56%,55.00%,62.00%,2024-12-10 19:36:36,763.3727829456329
train,58,290.28547417274825,62.00%,58.00%,62.00%,2024-12-10 19:36:48,775.7655699253082
train,59,292.0368537288448,62.67%,58.00%,62.00%,2024-12-10 19:37:00,788.1375877857208
train,60,291.4195897122573,61.78%,58.00%,62.00%,2024-12-10 19:37:13,800.6068396568298
train,61,290.3277466846822,62.89%,55.00%,62.00%,2024-12-10 19:37:26,814.1141335964203
train,62,290.0424042712627,61.56%,56.00%,62.00%,2024-12-10 19:37:39,826.8722651004791
train,63,289.73810778687215,62.89%,55.00%,62.00%,2024-12-10 19:37:52,839.3169274330139
train,64,289.67116722295236,62.67%,57.00%,62.00%,2024-12-10 19:38:04,851.8569247722626
train,65,289.699854972888,63.33%,56.00%,62.00%,2024-12-10 19:38:18,865.4367830753326
train,66,289.81449355856756,61.78%,57.00%,62.00%,2024-12-10 19:38:31,878.2367305755615
train,67,289.98929263199807,62.44%,57.00%,62.00%,2024-12-10 19:38:43,890.7453582286835
train,68,290.19349771552874,62.22%,57.00%,62.00%,2024-12-10 19:38:56,903.1712636947632
train,69,290.04374041619786,62.67%,55.00%,62.00%,2024-12-10 19:39:08,915.6602272987366
train,70,289.9736277796683,62.89%,57.00%,62.00%,2024-12-10 19:39:22,929.2413280010223
train,71,289.82091299688835,62.89%,55.00%,62.00%,2024-12-10 19:39:34,942.1183440685272
train,72,289.8387063488163,61.56%,57.00%,62.00%,2024-12-10 19:39:47,954.5443658828735
train,73,289.82125852744576,62.89%,55.00%,62.00%,2024-12-10 19:39:59,966.9835069179535
train,74,289.81217971666405,61.78%,57.00%,62.00%,2024-12-10 19:40:14,981.4016861915588
train,75,289.7385808433112,63.33%,55.00%,62.00%,2024-12-10 19:40:27,994.8577871322632
train,76,289.6915169737935,61.56%,56.00%,62.00%,2024-12-10 19:40:40,1007.6535649299622
train,77,289.56529986478847,62.44%,56.00%,62.00%,2024-12-10 19:40:52,1020.1279230117798
train,78,289.6105170889612,61.11%,57.00%,62.00%,2024-12-10 19:41:05,1032.5541899204254
train,79,289.61398378404937,62.22%,57.00%,62.00%,2024-12-10 19:41:18,1046.0977501869202
train,80,289.6670771949873,61.33%,56.00%,62.00%,2024-12-10 19:41:31,1058.9142293930054
train,81,289.64600339242554,63.78%,57.00%,62.00%,2024-12-10 19:41:44,1071.3442878723145
train,82,289.5676545151748,62.67%,56.00%,62.00%,2024-12-10 19:41:56,1083.8243482112885
train,83,289.4712056108196,62.22%,57.00%,62.00%,2024-12-10 19:42:09,1096.2253880500793
train,84,289.50763538793643,61.11%,56.00%,62.00%,2024-12-10 19:42:22,1109.920258283615
train,85,289.5222391784649,62.00%,56.00%,62.00%,2024-12-10 19:42:35,1122.7450604438782
train,86,289.5990146448332,61.33%,56.00%,62.00%,2024-12-10 19:42:48,1135.1732182502747
train,87,289.5717589351846,63.11%,58.00%,62.00%,2024-12-10 19:43:00,1147.6152856349945
train,88,289.50699550450554,63.11%,56.00%,62.00%,2024-12-10 19:43:12,1160.0397052764893
train,89,289.4438318649079,61.56%,56.00%,62.00%,2024-12-10 19:43:28,1175.5752861499786
train,90,289.4666103237746,62.00%,58.00%,62.00%,2024-12-10 19:43:41,1188.3882660865784
train,91,289.48621117221893,62.44%,57.00%,62.00%,2024-12-10 19:43:53,1200.7849252223969
train,92,289.53809255831453,61.78%,57.00%,62.00%,2024-12-10 19:44:06,1213.8713898658752
train,93,289.6659066003965,63.33%,57.00%,62.00%,2024-12-10 19:44:20,1227.5003986358643
train,94,289.6838115428491,62.44%,56.00%,62.00%,2024-12-10 19:44:33,1240.3279783725739
train,95,289.67938453806096,62.44%,58.00%,62.00%,2024-12-10 19:44:46,1253.7663242816925
train,96,289.67430212040136,62.89%,56.00%,62.00%,2024-12-10 19:45:00,1267.8940410614014
train,97,289.52093491460374,63.11%,56.00%,62.00%,2024-12-10 19:45:14,1281.401403427124
train,98,289.4768853457005,62.89%,57.00%,62.00%,2024-12-10 19:45:28,1295.1765038967133
train,99,289.5981031508909,62.00%,56.00%,62.00%,2024-12-10 19:45:41,1309.013815164566
train,100,289.6371696507974,62.00%,56.00%,62.00%,2024-12-10 19:45:55,1322.45263838768
train,101,289.6462146269498,61.78%,55.00%,62.00%,2024-12-10 19:46:08,1335.8683075904846
train,102,289.5374909796327,63.11%,57.00%,62.00%,2024-12-10 19:46:22,1349.2632975578308
train,103,289.4519894540221,63.56%,55.00%,62.00%,2024-12-10 19:46:35,1362.9290764331818
train,104,289.38407068754407,62.89%,57.00%,62.00%,2024-12-10 19:46:49,1376.5885076522827
train,105,289.40603825504985,62.22%,55.00%,62.00%,2024-12-10 19:47:02,1390.0034725666046
train,106,289.42993525016925,63.56%,57.00%,62.00%,2024-12-10 19:47:16,1403.7494478225708
train,107,289.4380705043529,63.33%,55.00%,62.00%,2024-12-10 19:47:30,1417.1861102581024
train,108,289.4187936366021,62.67%,56.00%,62.00%,2024-12-10 19:47:43,1430.918118238449
train,109,289.3960714871139,63.33%,55.00%,62.00%,2024-12-10 19:47:57,1444.4287776947021
train,110,289.35812752092926,62.44%,55.00%,62.00%,2024-12-10 19:48:10,1457.7305755615234
train,111,289.3694815620051,62.00%,54.00%,62.00%,2024-12-10 19:48:24,1471.3052153587341
train,112,289.36984071087426,62.22%,57.00%,62.00%,2024-12-10 19:48:37,1485.0416550636292
train,113,289.37646289289216,62.89%,55.00%,62.00%,2024-12-10 19:48:51,1498.4771084785461
train,114,289.3692620779445,62.67%,57.00%,62.00%,2024-12-10 19:49:08,1515.4662890434265
train,115,289.35079802034636,62.67%,58.00%,62.00%,2024-12-10 19:49:21,1528.9193410873413
train,116,289.33791913477785,62.00%,57.00%,62.00%,2024-12-10 19:49:35,1542.7434363365173
train,117,289.3380813688533,61.78%,57.00%,62.00%,2024-12-10 19:49:49,1556.2867863178253
train,118,289.3348071510894,62.89%,58.00%,62.00%,2024-12-10 19:50:03,1570.7284750938416
train,119,289.338129590129,62.22%,57.00%,62.00%,2024-12-10 19:50:17,1584.3157875537872
train,120,289.33337788396034,61.78%,57.00%,62.00%,2024-12-10 19:50:30,1597.7845170497894
train,121,289.3292650458272,61.78%,57.00%,62.00%,2024-12-10 19:50:44,1611.6139149665833
train,122,289.32606623032973,61.78%,57.00%,62.00%,2024-12-10 19:50:58,1625.6436789035797
train,123,289.32671765849904,61.56%,57.00%,62.00%,2024-12-10 19:51:12,1639.8902471065521
train,124,289.32469472681476,62.44%,57.00%,62.00%,2024-12-10 19:51:26,1653.417230129242
train,125,289.3247672087275,62.00%,57.00%,62.00%,2024-12-10 19:51:40,1667.7927527427673
train,126,289.32653482367397,62.67%,58.00%,62.00%,2024-12-10 19:51:54,1681.7556235790253
train,127,289.3231016341767,62.22%,58.00%,62.00%,2024-12-10 19:52:08,1695.3443548679352
train,128,289.32514617543245,62.00%,57.00%,62.00%,2024-12-10 19:52:21,1709.0493936538696
train,129,289.3263085737194,62.44%,58.00%,62.00%,2024-12-10 19:52:36,1723.1619970798492
train,130,289.3242344322861,62.44%,59.00%,62.00%,2024-12-10 19:52:49,1736.549390077591
train,131,289.32815636649116,61.78%,59.00%,62.00%,2024-12-10 19:53:03,1751.1135807037354
train,132,289.3280014661456,61.78%,59.00%,62.00%,2024-12-10 19:53:17,1764.7228362560272
train,133,289.32443032672495,61.78%,58.00%,62.00%,2024-12-10 19:53:31,1778.7385244369507
train,134,289.3277803001003,62.00%,59.00%,62.00%,2024-12-10 19:53:45,1792.906727552414
train,135,289.3313566697852,61.33%,59.00%,62.00%,2024-12-10 19:53:59,1806.5708067417145
train,136,289.33424019571424,61.78%,58.00%,62.00%,2024-12-10 19:54:13,1820.4973628520966
train,137,289.34423434963867,61.78%,58.00%,62.00%,2024-12-10 19:54:27,1834.4238665103912
train,138,289.3447167549573,61.78%,58.00%,62.00%,2024-12-10 19:54:41,1848.245777606964
